Lieu de surveillance : Entité de classement;Lieu de surveillance : Entité de classement : Identifiant;Lieu de surveillance : Entité de classement : Rang du lieu;Lieu de surveillance : Entité de classement : Libellé;Lieu de surveillance : Mnémonique;Lieu de surveillance : Libellé;Coordonnées passage : Coordonnées minx;Coordonnées passage : Coordonnées maxx;Coordonnées passage : Coordonnées miny;Coordonnées passage : Coordonnées maxy;Coordonnées passage : Coordonnées redéfinies;Passage : Date;Passage : Jour;Passage : Mois;Passage : Année;Echantillon : Identifiant interne;Echantillon : Libellé du taxon support;Résultat : Code paramètre;Résultat : Libellé fraction;Résultat : Libellé méthode;Résultat : Libellé précision;Résultat : Valeur de la mesure;Résultat : Valeur qualitative;Résultat : Symbole unité de mesure associé au quintuplet;Résultat : Libellé unité de mesure associé au quintuplet;Résultat : Commentaires;Résultat : Identifiant
Zones marines;035;7;035 - Penzé;035-P-007;Penzornou;-3.9428919682;-3.9428919682;48.660343908;48.660343908;0;29/07/1991;29;07;1991;55783;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;127297
Zones marines;035;7;035 - Penzé;035-P-007;Penzornou;-3.9428919682;-3.9428919682;48.660343908;48.660343908;0;29/07/1991;29;07;1991;55784;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;127299
Zones marines;035;7;035 - Penzé;035-P-007;Penzornou;-3.9428919682;-3.9428919682;48.660343908;48.660343908;0;05/07/1993;05;07;1993;55859;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;1117.00;;µg.kg-1;Microgramme par kilogramme;;127566
Zones marines;035;7;035 - Penzé;035-P-007;Penzornou;-3.9428919682;-3.9428919682;48.660343908;48.660343908;0;02/07/1996;02;07;1996;5019104;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;507.70;;µg.kg-1;Microgramme par kilogramme;;916888
Zones marines;035;7;035 - Penzé;035-P-007;Penzornou;-3.9428919682;-3.9428919682;48.660343908;48.660343908;0;19/06/1997;19;06;1997;5030057;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;1730;;µg.kg-1;Microgramme par kilogramme;;943502
Zones marines;035;7;035 - Penzé;035-P-007;Penzornou;-3.9428919682;-3.9428919682;48.660343908;48.660343908;0;24/06/1997;24;06;1997;5030058;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;416.40;;µg.kg-1;Microgramme par kilogramme;;943504
Zones marines;035;7;035 - Penzé;035-P-007;Penzornou;-3.9428919682;-3.9428919682;48.660343908;48.660343908;0;14/06/1999;14;06;1999;5195234;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;385.0;;µg.kg-1;Microgramme par kilogramme;;1144646
Zones marines;035;7;035 - Penzé;035-P-007;Penzornou;-3.9428919682;-3.9428919682;48.660343908;48.660343908;0;27/06/1999;27;06;1999;5195310;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;612.0;;µg.kg-1;Microgramme par kilogramme;;1144748
Zones marines;035;7;035 - Penzé;035-P-007;Penzornou;-3.9428919682;-3.9428919682;48.660343908;48.660343908;0;29/06/1999;29;06;1999;5195354;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;1808.0;;µg.kg-1;Microgramme par kilogramme;;1144792
Zones marines;035;7;035 - Penzé;035-P-007;Penzornou;-3.9428919682;-3.9428919682;48.660343908;48.660343908;0;05/07/1999;05;07;1999;5195356;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;385.0;;µg.kg-1;Microgramme par kilogramme;;1144796
Zones marines;035;7;035 - Penzé;035-P-007;Penzornou;-3.9428919682;-3.9428919682;48.660343908;48.660343908;0;05/07/1999;05;07;1999;5195363;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;392.0;;µg.kg-1;Microgramme par kilogramme;;1144812
Zones marines;035;7;035 - Penzé;035-P-007;Penzornou;-3.9428919682;-3.9428919682;48.660343908;48.660343908;0;08/07/1999;08;07;1999;5195366;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;385.0;;µg.kg-1;Microgramme par kilogramme;;1144822
Zones marines;035;7;035 - Penzé;035-P-007;Penzornou;-3.9428919682;-3.9428919682;48.660343908;48.660343908;0;08/07/1999;08;07;1999;5195367;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;375.0;;µg.kg-1;Microgramme par kilogramme;;1144824
Zones marines;035;9;035 - Penzé;035-P-009;Piguet;-3.9360586706;-3.9360586706;48.6661774728;48.6661774728;0;19/06/1989;19;06;1989;55956;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;127842
Zones marines;035;9;035 - Penzé;035-P-009;Piguet;-3.9360586706;-3.9360586706;48.6661774728;48.6661774728;0;22/06/1989;22;06;1989;55957;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;127844
Zones marines;035;9;035 - Penzé;035-P-009;Piguet;-3.9360586706;-3.9360586706;48.6661774728;48.6661774728;0;20/07/1989;20;07;1989;55958;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;127846
Zones marines;035;14;035 - Penzé;035-P-014;Goaz ar Rous;-3.9425572402;-3.9425572402;48.6098426247;48.6098426247;0;07/06/1999;07;06;1999;5196047;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;385.0;;µg.kg-1;Microgramme par kilogramme;;1145139
Zones marines;035;14;035 - Penzé;035-P-014;Goaz ar Rous;-3.9425572402;-3.9425572402;48.6098426247;48.6098426247;0;09/06/1999;09;06;1999;5196048;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;385.0;;µg.kg-1;Microgramme par kilogramme;;1145141
Zones marines;035;14;035 - Penzé;035-P-014;Goaz ar Rous;-3.9425572402;-3.9425572402;48.6098426247;48.6098426247;0;11/06/1999;11;06;1999;5196049;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;385.0;;µg.kg-1;Microgramme par kilogramme;;1145143
Zones marines;035;14;035 - Penzé;035-P-014;Goaz ar Rous;-3.9425572402;-3.9425572402;48.6098426247;48.6098426247;0;13/06/1999;13;06;1999;5196050;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;385.0;;µg.kg-1;Microgramme par kilogramme;;1145145
Zones marines;035;14;035 - Penzé;035-P-014;Goaz ar Rous;-3.9425572402;-3.9425572402;48.6098426247;48.6098426247;0;16/06/1999;16;06;1999;5196051;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;384.0;;µg.kg-1;Microgramme par kilogramme;;1145147
Zones marines;035;14;035 - Penzé;035-P-014;Goaz ar Rous;-3.9425572402;-3.9425572402;48.6098426247;48.6098426247;0;18/06/1999;18;06;1999;5196052;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;598.0;;µg.kg-1;Microgramme par kilogramme;;1145149
Zones marines;035;14;035 - Penzé;035-P-014;Goaz ar Rous;-3.9425572402;-3.9425572402;48.6098426247;48.6098426247;0;20/06/1999;20;06;1999;5196053;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;540;;µg.kg-1;Microgramme par kilogramme;;1145151
Zones marines;035;14;035 - Penzé;035-P-014;Goaz ar Rous;-3.9425572402;-3.9425572402;48.6098426247;48.6098426247;0;22/06/1999;22;06;1999;5196054;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;444.0;;µg.kg-1;Microgramme par kilogramme;;1145153
Zones marines;035;14;035 - Penzé;035-P-014;Goaz ar Rous;-3.9425572402;-3.9425572402;48.6098426247;48.6098426247;0;24/06/1999;24;06;1999;5196055;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;446.0;;µg.kg-1;Microgramme par kilogramme;;1145155
Zones marines;035;14;035 - Penzé;035-P-014;Goaz ar Rous;-3.9425572402;-3.9425572402;48.6098426247;48.6098426247;0;26/06/1999;26;06;1999;5196058;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;1296.0;;µg.kg-1;Microgramme par kilogramme;;1145162
Zones marines;035;14;035 - Penzé;035-P-014;Goaz ar Rous;-3.9425572402;-3.9425572402;48.6098426247;48.6098426247;0;28/06/1999;28;06;1999;5196059;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;1930;;µg.kg-1;Microgramme par kilogramme;;1145167
Zones marines;035;14;035 - Penzé;035-P-014;Goaz ar Rous;-3.9425572402;-3.9425572402;48.6098426247;48.6098426247;0;30/06/1999;30;06;1999;5196061;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;1910;;µg.kg-1;Microgramme par kilogramme;;1145169
Zones marines;035;14;035 - Penzé;035-P-014;Goaz ar Rous;-3.9425572402;-3.9425572402;48.6098426247;48.6098426247;0;02/07/1999;02;07;1999;5196063;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;712.0;;µg.kg-1;Microgramme par kilogramme;;1145171
Zones marines;035;14;035 - Penzé;035-P-014;Goaz ar Rous;-3.9425572402;-3.9425572402;48.6098426247;48.6098426247;0;05/07/1999;05;07;1999;5196066;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;468.0;;µg.kg-1;Microgramme par kilogramme;;1145173
Zones marines;035;14;035 - Penzé;035-P-014;Goaz ar Rous;-3.9425572402;-3.9425572402;48.6098426247;48.6098426247;0;08/07/1999;08;07;1999;5196067;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;395.0;;µg.kg-1;Microgramme par kilogramme;;1145175
Zones marines;035;14;035 - Penzé;035-P-014;Goaz ar Rous;-3.9425572402;-3.9425572402;48.6098426247;48.6098426247;0;12/07/1999;12;07;1999;5196069;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;385.0;;µg.kg-1;Microgramme par kilogramme;;1145180
Zones marines;035;27;035 - Penzé;035-P-027;Pointe Saint Jean;-3.94881;-3.94881;48.67231;48.67231;1;22/06/2020;22;06;2020;60941860;Cerastoderma edule;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;400.00;;µg.kg-1;Microgramme par kilogramme;;71436555
Zones marines;037;1;037 - Ouessant - Abers;037-P-001;Le Vill;-4.6055682864;-4.6055682864;48.5750003691;48.5750003691;0;31/08/1988;31;08;1988;56005;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;520;;µg.kg-1;Microgramme par kilogramme;;127997
Zones marines;037;1;037 - Ouessant - Abers;037-P-001;Le Vill;-4.6055682864;-4.6055682864;48.5750003691;48.5750003691;0;05/09/1988;05;09;1988;56012;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;433.00;;µg.kg-1;Microgramme par kilogramme;;128018
Zones marines;037;2;037 - Ouessant - Abers;037-P-002;Poulloc;-4.5890686353;-4.5890686353;48.5983344941;48.5983344941;0;12/09/1988;12;09;1988;56046;Ruditapes philippinarum;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;128112
Zones marines;037;2;037 - Ouessant - Abers;037-P-002;Poulloc;-4.5890686353;-4.5890686353;48.5983344941;48.5983344941;0;14/09/1988;14;09;1988;56048;Ruditapes philippinarum;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;128117
Zones marines;037;2;037 - Ouessant - Abers;037-P-002;Poulloc;-4.5890686353;-4.5890686353;48.5983344941;48.5983344941;0;26/09/1988;26;09;1988;56050;Ruditapes philippinarum;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;128122
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;31/08/1988;31;08;1988;56091;Ostrea edulis;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;128239
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;05/09/1988;05;09;1988;56093;Ostrea edulis;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;128244
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;07/09/1988;07;09;1988;56095;Ostrea edulis;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;128249
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;07/09/1988;07;09;1988;56096;Ruditapes philippinarum;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;647.00;;µg.kg-1;Microgramme par kilogramme;;128251
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;12/09/1988;12;09;1988;56098;Ostrea edulis;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;128256
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;14/09/1988;14;09;1988;56100;Ostrea edulis;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;128261
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;06/06/1989;06;06;1989;56108;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;128285
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;31/07/1995;31;07;1995;56194;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;459.80;;µg.kg-1;Microgramme par kilogramme;;1455849
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;03/08/1995;03;08;1995;56195;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;480.70;;µg.kg-1;Microgramme par kilogramme;;1455859
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;07/08/1995;07;08;1995;56196;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;453.20;;µg.kg-1;Microgramme par kilogramme;;1455865
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;10/08/1995;10;08;1995;56197;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;352.0;;µg.kg-1;Microgramme par kilogramme;;1455875
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;09/08/1999;09;08;1999;5196045;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;368.0;;µg.kg-1;Microgramme par kilogramme;;1145135
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;09/08/1999;09;08;1999;5196046;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;385.0;;µg.kg-1;Microgramme par kilogramme;;1145137
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;11/08/1999;11;08;1999;5196156;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;385.0;;µg.kg-1;Microgramme par kilogramme;;1145527
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;11/08/1999;11;08;1999;5196157;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;385.0;;µg.kg-1;Microgramme par kilogramme;;1145529
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;16/08/1999;16;08;1999;5197480;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;385.0;;µg.kg-1;Microgramme par kilogramme;;1154674
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;24/08/1999;24;08;1999;5197483;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;385.0;;µg.kg-1;Microgramme par kilogramme;;1154676
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;26/08/1999;26;08;1999;5197485;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;385.0;;µg.kg-1;Microgramme par kilogramme;;1154683
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;30/08/1999;30;08;1999;5197486;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;385.0;;µg.kg-1;Microgramme par kilogramme;;1154685
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;02/09/1999;02;09;1999;5197488;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;385.0;;µg.kg-1;Microgramme par kilogramme;;1169198
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;19/07/2001;19;07;2001;5233893;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1286317
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;25/07/2001;25;07;2001;5234254;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1287594
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;08/08/2001;08;08;2001;5235021;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;445.0;;µg.kg-1;Microgramme par kilogramme;;1289689
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;13/08/2001;13;08;2001;5235032;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;484.0;;µg.kg-1;Microgramme par kilogramme;;1289712
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;20/08/2001;20;08;2001;5235261;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;420;;µg.kg-1;Microgramme par kilogramme;;1290597
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;27/08/2001;27;08;2001;5235994;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1299671
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;10/07/2003;10;07;2003;5265897;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1398626
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;17/07/2003;17;07;2003;5266036;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;367.0;;µg.kg-1;Microgramme par kilogramme;;1399040
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;21/07/2003;21;07;2003;5266463;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;389.0;;µg.kg-1;Microgramme par kilogramme;;1400178
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;21/07/2003;21;07;2003;5266464;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1400180
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;28/07/2003;28;07;2003;5266875;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1401121
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;28/07/2003;28;07;2003;5266877;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;410;;µg.kg-1;Microgramme par kilogramme;;1401125
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;31/07/2003;31;07;2003;5266878;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;460;;µg.kg-1;Microgramme par kilogramme;;1401127
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;31/07/2003;31;07;2003;5266879;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;480;;µg.kg-1;Microgramme par kilogramme;;1401129
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;04/08/2003;04;08;2003;5266883;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;560;;µg.kg-1;Microgramme par kilogramme;;1401137
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;04/08/2003;04;08;2003;5266884;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1401139
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;11/08/2003;11;08;2003;5267041;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1401621
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;11/08/2003;11;08;2003;5267042;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;420;;µg.kg-1;Microgramme par kilogramme;;1401623
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;18/08/2003;18;08;2003;5267354;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1402215
Zones marines;037;4;037 - Ouessant - Abers;037-P-004;Prat ar Coum;-4.5897343878;-4.5897343878;48.5648336379;48.5648336379;0;18/08/2003;18;08;2003;5267355;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1402217
Zones marines;037;12;037 - Ouessant - Abers;037-P-012;Gisement Le Stiff;-5.041906515;-5.041906515;48.4703257419;48.4703257419;0;23/10/2007;23;10;2007;5372823;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1772136
Zones marines;037;12;037 - Ouessant - Abers;037-P-012;Gisement Le Stiff;-5.041906515;-5.041906515;48.4703257419;48.4703257419;0;05/11/2007;05;11;2007;5368249;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1769799
Zones marines;037;12;037 - Ouessant - Abers;037-P-012;Gisement Le Stiff;-5.041906515;-5.041906515;48.4703257419;48.4703257419;0;07/01/2008;07;01;2008;5376063;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1783320
Zones marines;037;12;037 - Ouessant - Abers;037-P-012;Gisement Le Stiff;-5.041906515;-5.041906515;48.4703257419;48.4703257419;0;14/01/2008;14;01;2008;5376066;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1783341
Zones marines;037;12;037 - Ouessant - Abers;037-P-012;Gisement Le Stiff;-5.041906515;-5.041906515;48.4703257419;48.4703257419;0;30/01/2008;30;01;2008;5376694;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1786547
Zones marines;037;12;037 - Ouessant - Abers;037-P-012;Gisement Le Stiff;-5.041906515;-5.041906515;48.4703257419;48.4703257419;0;25/10/2008;25;10;2008;60028264;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60044745
